keno számok kettesével: ;1;2; előfordulás ;495
keno számok kettesével: ;17;38; előfordulás ;462
keno számok kettesével: ;17;39; előfordulás ;402
keno számok kettesével: ;17;40; előfordulás ;410
keno számok kettesével: ;17;41; előfordulás ;426
keno számok kettesével: ;17;42; előfordulás ;446
keno számok kettesével: ;17;43; előfordulás ;425
keno számok kettesével: ;17;44; előfordulás ;442
keno számok kettesével: ;17;45; előfordulás ;438
keno számok kettesével: ;17;46; előfordulás ;446
keno számok kettesével: ;17;47; előfordulás ;452
keno számok kettesével: ;17;48; előfordulás ;428
keno számok kettesével: ;17;49; előfordulás ;450
keno számok kettesével: ;17;50; előfordulás ;429
keno számok kettesével: ;17;51; előfordulás ;440
keno számok kettesével: ;17;52; előfordulás ;410
keno számok kettesével: ;17;53; előfordulás ;436
keno számok kettesével: ;17;54; előfordulás ;436
keno számok kettesével: ;17;55; előfordulás ;408
keno számok kettesével: ;17;56; előfordulás ;408
keno számok kettesével: ;17;57; előfordulás ;390
keno számok kettesével: ;17;58; előfordulás ;411
keno számok kettesével: ;17;59; előfordulás ;440
keno számok kettesével: ;17;60; előfordulás ;422
keno számok kettesével: ;17;61; előfordulás ;454
keno számok kettesével: ;17;62; előfordulás ;425
keno számok kettesével: ;17;63; előfordulás ;441
keno számok kettesével: ;17;64; előfordulás ;427
keno számok kettesével: ;17;65; előfordulás ;396
keno számok kettesével: ;17;66; előfordulás ;433
keno számok kettesével: ;17;67; előfordulás ;468
keno számok kettesével: ;17;68; előfordulás ;410
keno számok kettesével: ;17;69; előfordulás ;405
keno számok kettesével: ;17;70; előfordulás ;423
keno számok kettesével: ;17;71; előfordulás ;432
keno számok kettesével: ;17;72; előfordulás ;420
keno számok kettesével: ;17;73; előfordulás ;429
keno számok kettesével: ;17;74; előfordulás ;430
keno számok kettesével: ;17;75; előfordulás ;401
keno számok kettesével: ;17;76; előfordulás ;429
keno számok kettesével: ;17;77; előfordulás ;394
keno számok kettesével: ;17;78; előfordulás ;411
keno számok kettesével: ;17;79; előfordulás ;443
keno számok kettesével: ;17;80; előfordulás ;427
keno számok kettesével: ;18;19; előfordulás ;459
keno számok kettesével: ;18;20; előfordulás ;440
keno számok kettesével: ;18;21; előfordulás ;424
keno számok kettesével: ;18;22; előfordulás ;461
keno számok kettesével: ;18;23; előfordulás ;449
keno számok kettesével: ;18;24; előfordulás ;405
keno számok kettesével: ;18;25; előfordulás ;473
keno számok kettesével: ;18;26; előfordulás ;450
keno számok kettesével: ;18;27; előfordulás ;464
keno számok kettesével: ;18;28; előfordulás ;446
keno számok kettesével: ;18;29; előfordulás ;419
keno számok kettesével: ;18;30; előfordulás ;408
keno számok kettesével: ;18;31; előfordulás ;450
keno számok kettesével: ;18;32; előfordulás ;422
keno számok kettesével: ;18;33; előfordulás ;433
keno számok kettesével: ;18;34; előfordulás ;428
keno számok kettesével: ;18;35; előfordulás ;452
keno számok kettesével: ;18;36; előfordulás ;464
keno számok kettesével: ;18;37; előfordulás ;441
keno számok kettesével: ;18;38; előfordulás ;464
keno számok kettesével: ;18;39; előfordulás ;412
keno számok kettesével: ;18;40; előfordulás ;422
keno számok kettesével: ;18;41; előfordulás ;431
keno számok kettesével: ;18;42; előfordulás ;463
keno számok kettesével: ;18;43; előfordulás ;450
keno számok kettesével: ;18;44; előfordulás ;448
keno számok kettesével: ;18;45; előfordulás ;457
keno számok kettesével: ;18;46; előfordulás ;428
keno számok kettesével: ;18;47; előfordulás ;443
keno számok kettesével: ;18;48; előfordulás ;407
keno számok kettesével: ;18;49; előfordulás ;397
keno számok kettesével: ;18;50; előfordulás ;445
keno számok kettesével: ;18;51; előfordulás ;419
keno számok kettesével: ;18;52; előfordulás ;436
keno számok kettesével: ;18;53; előfordulás ;439
keno számok kettesével: ;18;54; előfordulás ;446
keno számok kettesével: ;18;55; előfordulás ;434
keno számok kettesével: ;18;56; előfordulás ;442
keno számok kettesével: ;18;57; előfordulás ;451
keno számok kettesével: ;18;58; előfordulás ;430
keno számok kettesével: ;18;59; előfordulás ;433
keno számok kettesével: ;18;60; előfordulás ;439
keno számok kettesével: ;18;61; előfordulás ;405
keno számok kettesével: ;18;62; előfordulás ;433
keno számok kettesével: ;18;63; előfordulás ;460
keno számok kettesével: ;18;64; előfordulás ;446
keno számok kettesével: ;18;65; előfordulás ;434
keno számok kettesével: ;18;66; előfordulás ;447
keno számok kettesével: ;18;67; előfordulás ;447
keno számok kettesével: ;18;68; előfordulás ;432
keno számok kettesével: ;18;69; előfordulás ;428
keno számok kettesével: ;18;70; előfordulás ;433
keno számok kettesével: ;18;71; előfordulás ;436
keno számok kettesével: ;18;72; előfordulás ;450
keno számok kettesével: ;18;73; előfordulás ;451
keno számok kettesével: ;18;74; előfordulás ;421
keno számok kettesével: ;18;75; előfordulás ;400
keno számok kettesével: ;18;76; előfordulás ;415
keno számok kettesével: ;18;77; előfordulás ;427
keno számok kettesével: ;18;78; előfordulás ;406
keno számok kettesével: ;18;79; előfordulás ;452
keno számok kettesével: ;18;80; előfordulás ;461
keno számok kettesével: ;19;20; előfordulás ;426
keno számok kettesével: ;19;21; előfordulás ;447
keno számok kettesével: ;19;22; előfordulás ;433
keno számok kettesével: ;19;23; előfordulás ;431
keno számok kettesével: ;19;24; előfordulás ;439
keno számok kettesével: ;19;25; előfordulás ;474
keno számok kettesével: ;19;26; előfordulás ;452
keno számok kettesével: ;19;27; előfordulás ;414
keno számok kettesével: ;19;28; előfordulás ;434
keno számok kettesével: ;19;29; előfordulás ;418
keno számok kettesével: ;19;30; előfordulás ;416
keno számok kettesével: ;19;31; előfordulás ;426
keno számok kettesével: ;19;32; előfordulás ;427
keno számok kettesével: ;19;33; előfordulás ;467
keno számok kettesével: ;19;34; előfordulás ;436
keno számok kettesével: ;19;35; előfordulás ;451
keno számok kettesével: ;19;36; előfordulás ;439
keno számok kettesével: ;19;37; előfordulás ;426
keno számok kettesével: ;19;38; előfordulás ;433
keno számok kettesével: ;19;39; előfordulás ;412
keno számok kettesével: ;19;40; előfordulás ;399
keno számok kettesével: ;19;41; előfordulás ;406
keno számok kettesével: ;19;42; előfordulás ;466
keno számok kettesével: ;19;43; előfordulás ;464
keno számok kettesével: ;19;44; előfordulás ;450
keno számok kettesével: ;19;45; előfordulás ;455
keno számok kettesével: ;19;46; előfordulás ;436
keno számok kettesével: ;19;47; előfordulás ;444
keno számok kettesével: ;19;48; előfordulás ;428
keno számok kettesével: ;19;49; előfordulás ;444
keno számok kettesével: ;19;50; előfordulás ;461
keno számok kettesével: ;19;51; előfordulás ;419
keno számok kettesével: ;19;52; előfordulás ;454
keno számok kettesével: ;19;53; előfordulás ;434
keno számok kettesével: ;19;54; előfordulás ;455
keno számok kettesével: ;19;55; előfordulás ;441
keno számok kettesével: ;19;56; előfordulás ;408
keno számok kettesével: ;19;57; előfordulás ;435
keno számok kettesével: ;19;58; előfordulás ;417
keno számok kettesével: ;19;59; előfordulás ;424
keno számok kettesével: ;19;60; előfordulás ;398
keno számok kettesével: ;19;61; előfordulás ;433
keno számok kettesével: ;19;62; előfordulás ;445
keno számok kettesével: ;19;63; előfordulás ;453
keno számok kettesével: ;19;64; előfordulás ;468
keno számok kettesével: ;19;65; előfordulás ;413
keno számok kettesével: ;19;66; előfordulás ;462
keno számok kettesével: ;19;67; előfordulás ;470
keno számok kettesével: ;19;68; előfordulás ;439
keno számok kettesével: ;19;69; előfordulás ;432
keno számok kettesével: ;19;70; előfordulás ;431
keno számok kettesével: ;19;71; előfordulás ;427
keno számok kettesével: ;19;72; előfordulás ;427
keno számok kettesével: ;19;73; előfordulás ;416
keno számok kettesével: ;19;74; előfordulás ;445
keno számok kettesével: ;19;75; előfordulás ;426
keno számok kettesével: ;19;76; előfordulás ;439
keno számok kettesével: ;19;77; előfordulás ;446
keno számok kettesével: ;19;78; előfordulás ;433
keno számok kettesével: ;19;79; előfordulás ;425
keno számok kettesével: ;19;80; előfordulás ;451
keno számok kettesével: ;20;21; előfordulás ;416
keno számok kettesével: ;20;22; előfordulás ;444
keno számok kettesével: ;20;23; előfordulás ;429
keno számok kettesével: ;20;24; előfordulás ;418
keno számok kettesével: ;20;25; előfordulás ;473
keno számok kettesével: ;20;26; előfordulás ;452
keno számok kettesével: ;20;27; előfordulás ;429
keno számok kettesével: ;20;28; előfordulás ;443
keno számok kettesével: ;20;29; előfordulás ;392
keno számok kettesével: ;20;30; előfordulás ;416
keno számok kettesével: ;20;31; előfordulás ;427
keno számok kettesével: ;20;32; előfordulás ;412
keno számok kettesével: ;20;33; előfordulás ;450
keno számok kettesével: ;20;34; előfordulás ;427
keno számok kettesével: ;20;35; előfordulás ;417
keno számok kettesével: ;20;36; előfordulás ;443
keno számok kettesével: ;20;37; előfordulás ;387
keno számok kettesével: ;20;38; előfordulás ;446
keno számok kettesével: ;20;39; előfordulás ;435
keno számok kettesével: ;20;40; előfordulás ;418
keno számok kettesével: ;20;41; előfordulás ;429
keno számok kettesével: ;20;42; előfordulás ;472
keno számok kettesével: ;20;43; előfordulás ;426
keno számok kettesével: ;20;44; előfordulás ;428
keno számok kettesével: ;20;45; előfordulás ;416
keno számok kettesével: ;20;46; előfordulás ;433
keno számok kettesével: ;20;47; előfordulás ;440
keno számok kettesével: ;20;48; előfordulás ;428
keno számok kettesével: ;20;49; előfordulás ;409
keno számok kettesével: ;20;50; előfordulás ;435
keno számok kettesével: ;20;51; előfordulás ;418
keno számok kettesével: ;20;52; előfordulás ;407
keno számok kettesével: ;20;53; előfordulás ;445
keno számok kettesével: ;20;54; előfordulás ;422
keno számok kettesével: ;20;55; előfordulás ;418
keno számok kettesével: ;20;56; előfordulás ;411
keno számok kettesével: ;20;57; előfordulás ;419
keno számok kettesével: ;20;58; előfordulás ;435
keno számok kettesével: ;20;59; előfordulás ;397
keno számok kettesével: ;20;60; előfordulás ;415
keno számok kettesével: ;20;61; előfordulás ;426
keno számok kettesével: ;20;62; előfordulás ;442
keno számok kettesével: ;20;63; előfordulás ;440
keno számok kettesével: ;20;64; előfordulás ;434
keno számok kettesével: ;20;65; előfordulás ;428
keno számok kettesével: ;20;66; előfordulás ;414
keno számok kettesével: ;20;67; előfordulás ;425
keno számok kettesével: ;20;68; előfordulás ;436
keno számok kettesével: ;20;69; előfordulás ;425
keno számok kettesével: ;20;70; előfordulás ;395
keno számok kettesével: ;20;71; előfordulás ;401
keno számok kettesével: ;20;72; előfordulás ;448
keno számok kettesével: ;20;73; előfordulás ;429
keno számok kettesével: ;20;74; előfordulás ;397
keno számok kettesével: ;20;75; előfordulás ;402
keno számok kettesével: ;20;76; előfordulás ;424
keno számok kettesével: ;20;77; előfordulás ;403
keno számok kettesével: ;20;78; előfordulás ;409
keno számok kettesével: ;20;79; előfordulás ;442
keno számok kettesével: ;20;80; előfordulás ;416
keno számok kettesével: ;21;22; előfordulás ;403
keno számok kettesével: ;21;23; előfordulás ;399
keno számok kettesével: ;21;24; előfordulás ;448
keno számok kettesével: ;21;25; előfordulás ;430
keno számok kettesével: ;21;26; előfordulás ;456
keno számok kettesével: ;21;27; előfordulás ;421
keno számok kettesével: ;21;28; előfordulás ;415
keno számok kettesével: ;21;29; előfordulás ;398
keno számok kettesével: ;21;30; előfordulás ;398
keno számok kettesével: ;21;31; előfordulás ;443
keno számok kettesével: ;21;32; előfordulás ;416
keno számok kettesével: ;21;33; előfordulás ;425
keno számok kettesével: ;21;34; előfordulás ;406
keno számok kettesével: ;21;35; előfordulás ;413
keno számok kettesével: ;21;36; előfordulás ;401
keno számok kettesével: ;21;37; előfordulás ;384
keno számok kettesével: ;21;38; előfordulás ;442
keno számok kettesével: ;21;39; előfordulás ;411
keno számok kettesével: ;21;40; előfordulás ;421
keno számok kettesével: ;21;41; előfordulás ;455
keno számok kettesével: ;21;42; előfordulás ;429
keno számok kettesével: ;21;43; előfordulás ;422
keno számok kettesével: ;21;44; előfordulás ;417
keno számok kettesével: ;21;45; előfordulás ;439
keno számok kettesével: ;21;46; előfordulás ;434
keno számok kettesével: ;21;47; előfordulás ;439
keno számok kettesével: ;21;48; előfordulás ;431
keno számok kettesével: ;21;49; előfordulás ;424
keno számok kettesével: ;21;50; előfordulás ;441
keno számok kettesével: ;21;51; előfordulás ;436
keno számok kettesével: ;21;52; előfordulás ;419
keno számok kettesével: ;21;53; előfordulás ;426
keno számok kettesével: ;21;54; előfordulás ;439
keno számok kettesével: ;21;55; előfordulás ;416
keno számok kettesével: ;21;56; előfordulás ;415
keno számok kettesével: ;21;57; előfordulás ;413
keno számok kettesével: ;21;58; előfordulás ;411
keno számok kettesével: ;21;59; előfordulás ;401
keno számok kettesével: ;21;60; előfordulás ;424
keno számok kettesével: ;21;61; előfordulás ;433
keno számok kettesével: ;21;62; előfordulás ;427
keno számok kettesével: ;21;63; előfordulás ;424
keno számok kettesével: ;21;64; előfordulás ;425
keno számok kettesével: ;21;65; előfordulás ;386
keno számok kettesével: ;21;66; előfordulás ;432
keno számok kettesével: ;21;67; előfordulás ;462
keno számok kettesével: ;21;68; előfordulás ;428
keno számok kettesével: ;21;69; előfordulás ;404
keno számok kettesével: ;21;70; előfordulás ;430
keno számok kettesével: ;21;71; előfordulás ;426
keno számok kettesével: ;21;72; előfordulás ;414
keno számok kettesével: ;21;73; előfordulás ;440
keno számok kettesével: ;21;74; előfordulás ;419
keno számok kettesével: ;21;75; előfordulás ;384
keno számok kettesével: ;21;76; előfordulás ;357
keno számok kettesével: ;21;77; előfordulás ;423
keno számok kettesével: ;21;78; előfordulás ;405
keno számok kettesével: ;21;79; előfordulás ;453
keno számok kettesével: ;21;80; előfordulás ;397
keno számok kettesével: ;22;23; előfordulás ;433
keno számok kettesével: ;22;24; előfordulás ;406
keno számok kettesével: ;22;25; előfordulás ;453
keno számok kettesével: ;22;26; előfordulás ;421
keno számok kettesével: ;22;27; előfordulás ;431
keno számok kettesével: ;22;28; előfordulás ;411
keno számok kettesével: ;22;29; előfordulás ;417
keno számok kettesével: ;22;30; előfordulás ;408
keno számok kettesével: ;22;31; előfordulás ;419
keno számok kettesével: ;22;32; előfordulás ;396
keno számok kettesével: ;22;33; előfordulás ;436
keno számok kettesével: ;22;34; előfordulás ;414
keno számok kettesével: ;22;35; előfordulás ;383
keno számok kettesével: ;22;36; előfordulás ;422
keno számok kettesével: ;22;37; előfordulás ;435
keno számok kettesével: ;22;38; előfordulás ;450
keno számok kettesével: ;22;39; előfordulás ;421
keno számok kettesével: ;22;40; előfordulás ;397
keno számok kettesével: ;22;41; előfordulás ;409
keno számok kettesével: ;22;42; előfordulás ;451
keno számok kettesével: ;22;43; előfordulás ;399
keno számok kettesével: ;22;44; előfordulás ;435
keno számok kettesével: ;22;45; előfordulás ;450
keno számok kettesével: ;22;46; előfordulás ;453
keno számok kettesével: ;22;47; előfordulás ;434
keno számok kettesével: ;22;48; előfordulás ;419
keno számok kettesével: ;22;49; előfordulás ;428
keno számok kettesével: ;22;50; előfordulás ;424
keno számok kettesével: ;22;51; előfordulás ;418
keno számok kettesével: ;22;52; előfordulás ;417
keno számok kettesével: ;22;53; előfordulás ;400
keno számok kettesével: ;22;54; előfordulás ;410
keno számok kettesével: ;22;55; előfordulás ;398
keno számok kettesével: ;22;56; előfordulás ;414
keno számok kettesével: ;22;57; előfordulás ;427
keno számok kettesével: ;22;58; előfordulás ;402
keno számok kettesével: ;22;59; előfordulás ;390
keno számok kettesével: ;22;60; előfordulás ;399
keno számok kettesével: ;22;61; előfordulás ;398
keno számok kettesével: ;22;62; előfordulás ;429
keno számok kettesével: ;22;63; előfordulás ;393
keno számok kettesével: ;22;64; előfordulás ;431
keno számok kettesével: ;22;65; előfordulás ;420
keno számok kettesével: ;22;66; előfordulás ;430
keno számok kettesével: ;22;67; előfordulás ;441
keno számok kettesével: ;22;68; előfordulás ;438
keno számok kettesével: ;22;69; előfordulás ;424
keno számok kettesével: ;22;70; előfordulás ;396
keno számok kettesével: ;22;71; előfordulás ;433
keno számok kettesével: ;22;72; előfordulás ;398
keno számok kettesével: ;22;73; előfordulás ;444
keno számok kettesével: ;22;74; előfordulás ;393
keno számok kettesével: ;22;75; előfordulás ;394
keno számok kettesével: ;22;76; előfordulás ;417
keno számok kettesével: ;22;77; előfordulás ;461
keno számok kettesével: ;22;78; előfordulás ;407
keno számok kettesével: ;22;79; előfordulás ;401
keno számok kettesével: ;22;80; előfordulás ;431
keno számok kettesével: ;23;24; előfordulás ;425
keno számok kettesével: ;23;25; előfordulás ;467
keno számok kettesével: ;23;26; előfordulás ;458
keno számok kettesével: ;23;27; előfordulás ;452
keno számok kettesével: ;23;28; előfordulás ;429
keno számok kettesével: ;23;29; előfordulás ;435
keno számok kettesével: ;23;30; előfordulás ;420
keno számok kettesével: ;23;31; előfordulás ;399
keno számok kettesével: ;23;32; előfordulás ;411
keno számok kettesével: ;23;33; előfordulás ;440
keno számok kettesével: ;23;34; előfordulás ;413
keno számok kettesével: ;23;35; előfordulás ;429
keno számok kettesével: ;23;36; előfordulás ;421
keno számok kettesével: ;23;37; előfordulás ;405
keno számok kettesével: ;23;38; előfordulás ;453
keno számok kettesével: ;23;39; előfordulás ;425
keno számok kettesével: ;23;40; előfordulás ;412
keno számok kettesével: ;23;41; előfordulás ;417
keno számok kettesével: ;23;42; előfordulás ;427
keno számok kettesével: ;23;43; előfordulás ;445
keno számok kettesével: ;23;44; előfordulás ;459
keno számok kettesével: ;23;45; előfordulás ;436
keno számok kettesével: ;23;46; előfordulás ;459
keno számok kettesével: ;23;47; előfordulás ;446
keno számok kettesével: ;23;48; előfordulás ;439
keno számok kettesével: ;23;49; előfordulás ;455
keno számok kettesével: ;23;50; előfordulás ;433
keno számok kettesével: ;23;51; előfordulás ;441
keno számok kettesével: ;23;52; előfordulás ;416
keno számok kettesével: ;23;53; előfordulás ;447
keno számok kettesével: ;23;54; előfordulás ;455
keno számok kettesével: ;23;55; előfordulás ;434
keno számok kettesével: ;23;56; előfordulás ;430
keno számok kettesével: ;23;57; előfordulás ;446
keno számok kettesével: ;23;58; előfordulás ;440
keno számok kettesével: ;23;59; előfordulás ;414
keno számok kettesével: ;23;60; előfordulás ;413
keno számok kettesével: ;23;61; előfordulás ;462
keno számok kettesével: ;23;62; előfordulás ;433
keno számok kettesével: ;23;63; előfordulás ;493
keno számok kettesével: ;23;64; előfordulás ;461
keno számok kettesével: ;23;65; előfordulás ;446
keno számok kettesével: ;23;66; előfordulás ;463
keno számok kettesével: ;23;67; előfordulás ;468
keno számok kettesével: ;23;68; előfordulás ;437
keno számok kettesével: ;23;69; előfordulás ;433
keno számok kettesével: ;23;70; előfordulás ;427
keno számok kettesével: ;23;71; előfordulás ;440
keno számok kettesével: ;23;72; előfordulás ;443
keno számok kettesével: ;23;73; előfordulás ;460
keno számok kettesével: ;23;74; előfordulás ;446
keno számok kettesével: ;23;75; előfordulás ;415
keno számok kettesével: ;23;76; előfordulás ;433
keno számok kettesével: ;23;77; előfordulás ;418
keno számok kettesével: ;23;78; előfordulás ;412
keno számok kettesével: ;23;79; előfordulás ;474
keno számok kettesével: ;23;80; előfordulás ;438
keno számok kettesével: ;24;25; előfordulás ;473
keno számok kettesével: ;24;26; előfordulás ;443
keno számok kettesével: ;24;27; előfordulás ;436
keno számok kettesével: ;24;28; előfordulás ;421
keno számok kettesével: ;24;29; előfordulás ;395
keno számok kettesével: ;24;30; előfordulás ;407
keno számok kettesével: ;24;31; előfordulás ;435
keno számok kettesével: ;24;32; előfordulás ;406
keno számok kettesével: ;24;33; előfordulás ;414
keno számok kettesével: ;24;34; előfordulás ;442
keno számok kettesével: ;24;35; előfordulás ;423
keno számok kettesével: ;24;36; előfordulás ;443
keno számok kettesével: ;24;37; előfordulás ;428
keno számok kettesével: ;24;38; előfordulás ;440
keno számok kettesével: ;24;39; előfordulás ;418
keno számok kettesével: ;24;40; előfordulás ;398
keno számok kettesével: ;24;41; előfordulás ;423
keno számok kettesével: ;24;42; előfordulás ;435
keno számok kettesével: ;24;43; előfordulás ;414
keno számok kettesével: ;24;44; előfordulás ;425
keno számok kettesével: ;24;45; előfordulás ;479
keno számok kettesével: ;24;46; előfordulás ;405
keno számok kettesével: ;24;47; előfordulás ;445
keno számok kettesével: ;24;48; előfordulás ;407
keno számok kettesével: ;24;49; előfordulás ;424
keno számok kettesével: ;24;50; előfordulás ;438
keno számok kettesével: ;24;51; előfordulás ;412
keno számok kettesével: ;24;52; előfordulás ;412
keno számok kettesével: ;24;53; előfordulás ;414
keno számok kettesével: ;24;54; előfordulás ;441
keno számok kettesével: ;24;55; előfordulás ;430
keno számok kettesével: ;24;56; előfordulás ;394
keno számok kettesével: ;24;57; előfordulás ;445
keno számok kettesével: ;24;58; előfordulás ;404
keno számok kettesével: ;24;59; előfordulás ;415
keno számok kettesével: ;24;60; előfordulás ;398
keno számok kettesével: ;24;61; előfordulás ;436
keno számok kettesével: ;24;62; előfordulás ;447
keno számok kettesével: ;24;63; előfordulás ;442
keno számok kettesével: ;24;64; előfordulás ;425
keno számok kettesével: ;24;65; előfordulás ;407
keno számok kettesével: ;24;66; előfordulás ;428
keno számok kettesével: ;24;67; előfordulás ;465
keno számok kettesével: ;24;68; előfordulás ;398
keno számok kettesével: ;24;69; előfordulás ;408
keno számok kettesével: ;24;70; előfordulás ;401
keno számok kettesével: ;24;71; előfordulás ;408
keno számok kettesével: ;24;72; előfordulás ;435
keno számok kettesével: ;24;73; előfordulás ;422
keno számok kettesével: ;24;74; előfordulás ;403
keno számok kettesével: ;24;75; előfordulás ;414
keno számok kettesével: ;24;76; előfordulás ;429
keno számok kettesével: ;24;77; előfordulás ;439
keno számok kettesével: ;24;78; előfordulás ;395
keno számok kettesével: ;24;79; előfordulás ;434
keno számok kettesével: ;24;80; előfordulás ;409
keno számok kettesével: ;25;26; előfordulás ;433
keno számok kettesével: ;25;27; előfordulás ;449
keno számok kettesével: ;25;28; előfordulás ;478
keno számok kettesével: ;25;29; előfordulás ;426
keno számok kettesével: ;25;30; előfordulás ;426
keno számok kettesével: ;25;31; előfordulás ;476
keno számok kettesével: ;25;32; előfordulás ;450
keno számok kettesével: ;25;33; előfordulás ;461
keno számok kettesével: ;25;34; előfordulás ;439
keno számok kettesével: ;25;35; előfordulás ;446
keno számok kettesével: ;25;36; előfordulás ;487
keno számok kettesével: ;25;37; előfordulás ;442
keno számok kettesével: ;25;38; előfordulás ;458
keno számok kettesével: ;25;39; előfordulás ;445
keno számok kettesével: ;25;40; előfordulás ;422
keno számok kettesével: ;25;41; előfordulás ;437
keno számok kettesével: ;25;42; előfordulás ;463
keno számok kettesével: ;25;43; előfordulás ;464
keno számok kettesével: ;25;44; előfordulás ;476
keno számok kettesével: ;25;45; előfordulás ;458
keno számok kettesével: ;25;46; előfordulás ;473
keno számok kettesével: ;25;47; előfordulás ;489
keno számok kettesével: ;25;48; előfordulás ;425
keno számok kettesével: ;25;49; előfordulás ;444
keno számok kettesével: ;25;50; előfordulás ;467
keno számok kettesével: ;25;51; előfordulás ;440
keno számok kettesével: ;25;52; előfordulás ;457
keno számok kettesével: ;25;53; előfordulás ;452
keno számok kettesével: ;25;54; előfordulás ;450
keno számok kettesével: ;25;55; előfordulás ;468
keno számok kettesével: ;25;56; előfordulás ;447
keno számok kettesével: ;25;57; előfordulás ;437
keno számok kettesével: ;25;58; előfordulás ;432
keno számok kettesével: ;25;59; előfordulás ;407
keno számok kettesével: ;25;60; előfordulás ;424
keno számok kettesével: ;25;61; előfordulás ;441
keno számok kettesével: ;25;62; előfordulás ;491
keno számok kettesével: ;25;63; előfordulás ;447
keno számok kettesével: ;25;64; előfordulás ;439
keno számok kettesével: ;25;65; előfordulás ;416
keno számok kettesével: ;25;66; előfordulás ;441
keno számok kettesével: ;25;67; előfordulás ;427
keno számok kettesével: ;25;68; előfordulás ;464
keno számok kettesével: ;25;69; előfordulás ;450
keno számok kettesével: ;25;70; előfordulás ;430
keno számok kettesével: ;25;71; előfordulás ;467
keno számok kettesével: ;25;72; előfordulás ;443
keno számok kettesével: ;25;73; előfordulás ;408
keno számok kettesével: ;25;74; előfordulás ;447
keno számok kettesével: ;25;75; előfordulás ;424
keno számok kettesével: ;25;76; előfordulás ;480
keno számok kettesével: ;25;77; előfordulás ;433
keno számok kettesével: ;25;78; előfordulás ;443
keno számok kettesével: ;25;79; előfordulás ;441
keno számok kettesével: ;25;80; előfordulás ;439
keno számok kettesével: ;26;27; előfordulás ;460
keno számok kettesével: ;26;28; előfordulás ;435
keno számok kettesével: ;26;29; előfordulás ;406
keno számok kettesével: ;26;30; előfordulás ;407
keno számok kettesével: ;26;31; előfordulás ;445
keno számok kettesével: ;26;32; előfordulás ;431
keno számok kettesével: ;26;33; előfordulás ;466
keno számok kettesével: ;26;34; előfordulás ;446
keno számok kettesével: ;26;35; előfordulás ;414
keno számok kettesével: ;26;36; előfordulás ;444
keno számok kettesével: ;26;37; előfordulás ;399
keno számok kettesével: ;26;38; előfordulás ;464
keno számok kettesével: ;26;39; előfordulás ;414
keno számok kettesével: ;26;40; előfordulás ;412
keno számok kettesével: ;26;41; előfordulás ;423
keno számok kettesével: ;26;42; előfordulás ;452
keno számok kettesével: ;26;43; előfordulás ;431
keno számok kettesével: ;26;44; előfordulás ;465
keno számok kettesével: ;26;45; előfordulás ;457
keno számok kettesével: ;26;46; előfordulás ;454
keno számok kettesével: ;26;47; előfordulás ;461
keno számok kettesével: ;26;48; előfordulás ;406
keno számok kettesével: ;26;49; előfordulás ;458
keno számok kettesével: ;26;50; előfordulás ;430
keno számok kettesével: ;26;51; előfordulás ;443
keno számok kettesével: ;26;52; előfordulás ;414
keno számok kettesével: ;26;53; előfordulás ;443
keno számok kettesével: ;26;54; előfordulás ;448
keno számok kettesével: ;26;55; előfordulás ;449
keno számok kettesével: ;26;56; előfordulás ;422
keno számok kettesével: ;26;57; előfordulás ;448
keno számok kettesével: ;26;58; előfordulás ;396
keno számok kettesével: ;26;59; előfordulás ;454
keno számok kettesével: ;26;60; előfordulás ;470
keno számok kettesével: ;26;61; előfordulás ;462
keno számok kettesével: ;26;62; előfordulás ;452
keno számok kettesével: ;26;63; előfordulás ;434
keno számok kettesével: ;26;64; előfordulás ;438
keno számok kettesével: ;26;65; előfordulás ;447
keno számok kettesével: ;26;66; előfordulás ;474
keno számok kettesével: ;26;67; előfordulás ;471
keno számok kettesével: ;26;68; előfordulás ;428
keno számok kettesével: ;26;69; előfordulás ;423
keno számok kettesével: ;26;70; előfordulás ;437
keno számok kettesével: ;26;71; előfordulás ;457
keno számok kettesével: ;26;72; előfordulás ;440
keno számok kettesével: ;26;73; előfordulás ;430
keno számok kettesével: ;26;74; előfordulás ;451
keno számok kettesével: ;26;75; előfordulás ;428
keno számok kettesével: ;26;76; előfordulás ;470
keno számok kettesével: ;26;77; előfordulás ;435
keno számok kettesével: ;26;78; előfordulás ;423
keno számok kettesével: ;26;79; előfordulás ;471
keno számok kettesével: ;26;80; előfordulás ;432
keno számok kettesével: ;27;28; előfordulás ;456
keno számok kettesével: ;27;29; előfordulás ;457
keno számok kettesével: ;27;30; előfordulás ;422
keno számok kettesével: ;27;31; előfordulás ;454
keno számok kettesével: ;27;32; előfordulás ;436
keno számok kettesével: ;27;33; előfordulás ;460
keno számok kettesével: ;27;34; előfordulás ;450
keno számok kettesével: ;27;35; előfordulás ;426
keno számok kettesével: ;27;36; előfordulás ;462
keno számok kettesével: ;27;37; előfordulás ;401
keno számok kettesével: ;27;38; előfordulás ;447
keno számok kettesével: ;27;39; előfordulás ;405
keno számok kettesével: ;27;40; előfordulás ;454
keno számok kettesével: ;27;41; előfordulás ;444
keno számok kettesével: ;27;42; előfordulás ;456
keno számok kettesével: ;27;43; előfordulás ;425
keno számok kettesével: ;27;44; előfordulás ;445
